timestamp,wind,solar,hydro,load,price,scenario,revenue,battery_energy,npv,risk,profit_label
2018-01-01 00:00:00,1474.14,0.0,484.143,2692.131720600691,162.279999,scenario_006,317790.16328171705,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 00:10:00,1473.25,0.0,537.401,3201.6484010667855,168.02333333333334,scenario_006,337836.28319,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 00:20:00,1472.36,0.0,616.82,3128.2260253323093,173.76666766666668,scenario_006,363029.84675584664,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 00:30:00,1471.48,0.0,639.164,3001.9531785945132,179.510002,scenario_006,378881.708661288,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 00:40:00,1470.59,0.0,607.323,3290.023591459918,185.25333633333332,scenario_006,384940.3158604056,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 00:50:00,1469.7,0.0,616.834,3438.6885664827796,190.99667066666666,scenario_006,398521.04723280267,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:00:00,1468.81,0.0,516.968,3518.748116525792,196.740005,scenario_006,390681.97364889,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:10:00,1464.08,0.0,610.926,3042.2661702442024,196.33166966666667,scenario_006,407389.3925483513,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:20:00,1459.35,0.0,614.892,3366.298373624595,195.92333433333334,scenario_006,406392.40885424206,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:30:00,1454.62,0.0,545.679,3267.8259242107447,195.514999,scenario_006,391088.456984701,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:40:00,1449.88,0.0,580.963,3504.5851364613836,195.10666366666666,scenario_006,396231.00216080435,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 01:50:00,1445.15,0.0,562.494,3579.1034875095156,194.69832833333334,scenario_006,390884.93068844674,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:00:00,1440.42,0.0,596.77,4033.4505465583134,194.289993,scenario_006,395805.63083967,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:10:00,1500.0,0.0,592.956,3613.201642619779,192.55166100000002,scenario_006,403002.15419991605,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:20:00,1500.0,0.0,536.698,3321.2561022993677,190.813329,scenario_006,388629.125547642,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:30:00,1500.0,0.0,665.315,3291.6992644661177,189.074997,scenario_006,409406.927129055,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:40:00,1500.0,0.0,504.584,3130.774463601698,187.336665,scenario_006,375532.08127236005,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 02:50:00,1500.0,0.0,552.347,3956.957620135309,185.59833300000003,scenario_006,380912.181937551,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:00:00,1500.0,0.0,586.22,4071.861356481758,183.860001,scenario_006,383572.4112862201,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:10:00,1500.0,0.0,552.68,3846.2126942377804,183.91000150000002,scenario_006,377508.38187902,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:20:00,1500.0,0.0,594.394,3573.6200904375996,183.960002,scenario_006,385284.72442878806,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:30:00,1500.0,0.0,589.876,3652.0665887598143,184.01000249999998,scenario_006,384558.08798469,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:40:00,1500.0,0.0,477.897,3880.052776944763,184.060003,scenario_006,364051.72775369097,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 03:50:00,1500.0,0.0,501.687,3905.3213759726377,184.1100035,scenario_006,368530.6005759045,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:00:00,1500.0,0.0,562.657,3924.6488874773654,184.160004,scenario_006,379858.921370628,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:10:00,1500.0,0.0,586.539,3883.454321892358,175.810003,scenario_006,366834.427849617,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:20:00,1500.0,0.0,563.65,3791.820244312129,167.460002,scenario_006,345578.8331273,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:30:00,1500.0,0.0,633.695,4086.1363468982313,159.110001,scenario_006,339492.21358369506,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:40:00,1500.0,0.0,529.125,3594.7873106791203,150.76,scenario_006,305910.885,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 04:50:00,1500.0,0.0,618.582,4127.220473556085,142.409999,scenario_006,301707.260501418,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:00:00,1500.0,0.0,593.048,3749.5847695510533,134.059998,scenario_006,280594.010693904,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:10:00,1500.0,0.0,505.977,3949.7879451393,124.34666483333334,scenario_006,249436.54968237548,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:20:00,1500.0,0.0,475.676,4088.091330452191,114.63333166666668,scenario_006,226478.32217387334,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:30:00,1500.0,0.0,548.934,3942.934929302915,104.9199985,scenario_006,214974.15220659904,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:40:00,1500.0,0.0,519.734,3840.0667643878087,95.20666533333335,scenario_006,192292.13900035468,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 05:50:00,1500.0,0.0,585.576,4414.854864785566,85.49333216666668,scenario_006,178302.84172682802,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 06:00:00,1500.0,13.8809,559.912,3841.3413372317023,75.779999,scenario_006,157152.02388820713,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 06:10:00,1500.0,13.9205,671.774,4132.198107444277,85.2333325,scenario_006,186294.02606192126,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 06:20:00,1500.0,16.4528,469.658,3630.5877490928547,94.686666,scenario_006,188058.2099585928,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 06:30:00,1500.0,20.3716,635.113,4124.271510411198,104.1399995,scenario_006,224472.16516625768,0.0,11858379890.47884,0.4700173998787775,1
2018-01-01 06:40:00,1500.0,24.3176,552.174,4104.821474427445,113.593333,scenario_006,235875.60179050284,0.0,11858379890.47884,0.4700173998787775,1
