timestamp,wind,solar,hydro,load,price,scenario,revenue,battery_energy,npv,risk,profit_label
2021-07-01 00:00:00,1192.56,0.0,366.853,3129.623045673058,606.580017,scenario_013,945908.764050021,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 00:10:00,1204.23,0.0,273.604,2853.6216462536986,599.5533446666667,scenario_013,886040.3175621188,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 00:20:00,1215.9,0.0,223.261,3031.021006442868,592.5266723333333,scenario_013,852741.2782819123,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 00:30:00,1227.58,0.0,250.174,3504.900117963127,585.5,scenario_013,865224.967,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 00:40:00,1239.25,0.0,238.335,3098.190038144403,578.4733276666667,scenario_013,854743.5118603518,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 00:50:00,1250.92,0.0,346.302,3158.161932415594,571.4466553333333,scenario_013,912727.1697248174,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:00:00,1262.59,0.0,286.908,3109.8649927039924,564.419983,scenario_013,874567.634818534,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:10:00,1248.46,0.0,269.626,2690.912025429857,561.7299906666667,scenario_013,852754.4346111974,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:20:00,1234.32,0.0,246.628,2963.9804024384293,559.0399983333333,scenario_013,827909.1674517532,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:30:00,1220.19,0.0,375.006,3442.4919876069976,556.350006,scenario_013,887487.3041711759,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:40:00,1206.05,0.0,343.628,3426.70254640649,553.6600136666667,scenario_013,857994.7426589327,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 01:50:00,1191.92,0.0,309.157,3029.5425415312675,550.9700213333333,scenario_013,827048.426712976,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:00:00,1177.78,0.0,382.097,3306.5802417823675,548.280029,scenario_013,855249.406796433,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:10:00,1180.07,0.0,362.727,3299.703225107438,546.1483558333333,scenario_013,842596.0449345992,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:20:00,1182.36,0.0,280.6,3613.818430417974,544.0166826666667,scenario_013,795874.6460740268,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:30:00,1184.65,0.0,325.048,3500.9678817316253,541.8850095,scenario_013,818082.7150721311,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:40:00,1186.94,0.0,345.694,3622.1042419181686,539.7533363333333,scenario_013,827244.314877902,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 02:50:00,1189.23,0.0,261.887,3944.1732909040634,537.6216631666667,scenario_013,780151.934989424,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:00:00,1191.53,0.0,292.404,3700.898440809814,535.48999,scenario_013,794631.80282066,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:10:00,1191.32,0.0,315.854,3579.7843688997586,534.5349933333333,scenario_013,805637.2440421733,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:20:00,1191.11,0.0,309.523,3646.532289222461,533.5799966666667,scenario_013,800707.7511378899,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:30:00,1190.9,0.0,311.994,3744.368282649993,532.625,scenario_013,800478.9167500001,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:40:00,1190.7,0.0,283.117,3749.954686653051,531.6700033333333,scenario_013,783584.2893027232,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 03:50:00,1190.49,0.0,371.29,4080.728709131764,530.7150066666667,scenario_013,828860.0831118667,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:00:00,1190.28,0.0,281.062,3534.64334205254,529.76001,scenario_013,779458.15263342,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:10:00,1171.34,0.0,311.936,3819.5984333454967,533.1316733333333,scenario_013,790781.4158951732,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:20:00,1152.41,0.0,340.719,4201.33874541071,536.5033366666667,scenario_013,801068.6905737633,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:30:00,1133.47,0.0,273.345,3822.580088767064,539.875,scenario_013,759504.248125,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:40:00,1114.53,0.0,331.331,4074.490641505556,543.2466633333333,scenario_013,785459.1638937966,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 04:50:00,1095.59,0.0,466.952,4028.1429757844744,546.6183266666667,scenario_013,854114.0933863866,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:00:00,1076.65,0.0,339.331,4477.347743394501,549.98999,scenario_013,778775.3760301901,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:10:00,1070.12,0.0,330.27,4169.1365456094345,563.5616555,scenario_013,789206.1067456449,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:20:00,1063.6,0.0,339.985,3771.4862254799937,577.133321,scenario_013,810055.672355785,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:30:00,1057.07,0.0,315.549,4220.093776906369,590.7049865,scenario_013,810812.8878646435,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:40:00,1050.55,0.0,344.456,4329.755742179806,604.276652,scenario_013,842969.5551999119,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 05:50:00,1044.02,0.0,403.683,4023.6410477951154,617.8483175,scenario_013,894460.8627897025,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:00:00,1037.5,70.388,332.584,4127.161333522285,631.419983,scenario_013,909542.805751976,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:10:00,1047.16,74.5461,404.07,4083.8953711217714,645.1016541666667,scenario_013,984280.6859979654,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:20:00,1056.82,86.4514,322.178,3955.7925732196068,658.7833253333333,scenario_013,965413.6288397381,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:30:00,1066.48,97.3572,232.875,4297.791810565358,672.4649965,scenario_013,939240.0646845072,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:40:00,1076.14,111.829,390.464,3928.968848558192,686.1466676666666,scenario_013,1083036.5430850997,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 06:50:00,1085.81,122.655,326.997,3723.1955597782826,699.8283388333333,scenario_013,1074559.8208017077,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:00:00,1095.47,129.217,286.283,3767.8494427276646,713.51001,scenario_013,1078092.2198097,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:10:00,1098.18,157.835,366.815,3954.844588685047,716.5966798333333,scenario_013,1162914.5899339283,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:20:00,1100.89,165.106,349.566,3967.3452888497086,719.6833496666667,scenario_013,1162693.0717541794,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:30:00,1103.61,198.814,329.524,4053.32668117706,722.7700195,scenario_013,1179523.087782986,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:40:00,1106.32,198.29,292.526,3498.7130760229597,725.8566893333333,scenario_013,1159291.8493750826,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 07:50:00,1109.04,230.943,341.512,3879.8049235337417,728.9433591666667,scenario_013,1225714.6137219542,0.0,32594981048.263943,0.6942903546595368,1
2021-07-01 08:00:00,1111.75,237.21,256.821,4061.118466810603,732.030029,scenario_013,1175479.911997649,0.0,32594981048.263943,0.6942903546595368,1
